,Date,Open,High,Low,Close,Volume,Turnover,update_timestamp
26,2020-02-10,0.83599734,0.83599734,0.83599734,0.83599734,4598863.0,0.0,2025-03-15 21:23:38
27,2020-02-11,0.72195286,0.72195286,0.72195286,0.72195286,5540404.0,0.0,2025-03-15 21:23:38
28,2020-02-12,0.7019695,0.7019695,0.7019695,0.7019695,5509088.0,0.0,2025-03-15 21:23:38
29,2020-02-13,0.80006593,0.80006593,0.80006593,0.80006593,4761484.0,0.0,2025-03-15 21:23:38
30,2020-02-14,0.83090895,0.83090895,0.83090895,0.83090895,5142507.0,0.0,2025-03-15 21:23:38
31,2020-02-18,0.7809594,0.7809594,0.7809594,0.7809594,5939229.0,0.0,2025-03-15 21:23:38
32,2020-02-19,0.81182754,0.81182754,0.81182754,0.81182754,5482427.0,0.0,2025-03-15 21:23:38
33,2020-02-20,0.8430296,0.8430296,0.8430296,0.8430296,6039199.0,0.0,2025-03-15 21:23:38
34,2020-02-21,1.1490719,1.1490719,1.1490719,1.1490719,6700168.0,0.0,2025-03-15 21:23:38
35,2020-02-24,1.0927259,1.0927259,1.0927259,1.0927259,9250453.0,0.0,2025-03-15 21:23:38
36,2020-02-25,1.3083766,1.3083766,1.3083766,1.3083766,9370589.0,0.0,2025-03-15 21:23:38
37,2020-02-26,1.2271639,1.2271639,1.2271639,1.2271639,7366309.0,0.0,2025-03-15 21:23:38
38,2020-02-27,1.3061115,1.3061115,1.3061115,1.3061115,9414979.0,0.0,2025-03-15 21:23:38
39,2020-02-28,1.27335,1.27335,1.27335,1.27335,10051890.0,0.0,2025-03-15 21:23:38
40,2020-03-02,1.2860636,1.2860636,1.2860636,1.2860636,6952811.0,0.0,2025-03-15 21:23:38
41,2020-03-03,0.79920363,0.79920363,0.79920363,0.79920363,6795297.0,0.0,2025-03-15 21:23:38
42,2020-03-04,1.2549402,1.2549402,1.2549402,1.2549402,6538208.0,0.0,2025-03-15 21:23:38
43,2020-03-05,0.87541574,0.87541574,0.87541574,0.87541574,6768201.0,0.0,2025-03-15 21:23:38
44,2020-03-06,1.1793759,1.1793759,1.1793759,1.1793759,9532091.0,0.0,2025-03-15 21:23:38
45,2020-03-09,1.8292449,1.8292449,1.8292449,1.8292449,8424501.0,0.0,2025-03-15 21:23:38
46,2020-03-10,1.1884835,1.1884835,1.1884835,1.1884835,6758965.0,0.0,2025-03-15 21:23:38
47,2020-03-11,1.3573451,1.3573451,1.3573451,1.3573451,7386729.0,0.0,2025-03-15 21:23:38
48,2020-03-12,1.4562439,1.4562439,1.4562439,1.4562439,9288505.0,0.0,2025-03-15 21:23:38
49,2020-03-13,1.274848,1.274848,1.274848,1.274848,9296314.0,0.0,2025-03-15 21:23:38
50,2020-03-16,1.2786413,1.2786413,1.2786413,1.2786413,6685226.0,0.0,2025-03-15 21:23:38
51,2020-03-17,1.0147262,1.0147262,1.0147262,1.0147262,6713793.0,0.0,2025-03-15 21:23:38
52,2020-03-18,1.3345587,1.3345587,1.3345587,1.3345587,7207663.0,0.0,2025-03-15 21:23:38
53,2020-03-19,1.1154306,1.1154306,1.1154306,1.1154306,5774969.0,0.0,2025-03-15 21:23:38
54,2020-03-20,1.2269337,1.2269337,1.2269337,1.2269337,6280797.0,0.0,2025-03-15 21:23:38
55,2020-03-23,1.0850619,1.0850619,1.0850619,1.0850619,5837946.0,0.0,2025-03-15 21:23:38
56,2020-03-24,0.8840008,0.8840008,0.8840008,0.8840008,6018821.0,0.0,2025-03-15 21:23:38
57,2020-03-25,0.95052993,0.95052993,0.95052993,0.95052993,6051921.0,0.0,2025-03-15 21:23:38
58,2020-03-26,0.9721949,0.9721949,0.9721949,0.9721949,5483893.0,0.0,2025-03-15 21:23:38
59,2020-03-27,1.0682607,1.0682607,1.0682607,1.0682607,5366365.0,0.0,2025-03-15 21:23:38
60,2020-03-30,1.073683,1.073683,1.073683,1.073683,4602579.0,0.0,2025-03-15 21:23:38
61,2020-03-31,1.1389887,1.1389887,1.1389887,1.1389887,4971660.0,0.0,2025-03-15 21:23:38
62,2020-04-01,1.1904788,1.1904788,1.1904788,1.1904788,4981105.0,0.0,2025-03-15 21:23:38
63,2020-04-02,1.210215,1.210215,1.210215,1.210215,4457924.0,0.0,2025-03-15 21:23:38
64,2020-04-03,1.0843195,1.0843195,1.0843195,1.0843195,5358725.0,0.0,2025-03-15 21:23:38
65,2020-04-06,0.96925825,0.96925825,0.96925825,0.96925825,5591823.0,0.0,2025-03-15 21:23:38
66,2020-04-07,0.95319736,0.95319736,0.95319736,0.95319736,5592297.0,0.0,2025-03-15 21:23:38
67,2020-04-08,0.9968168,0.9968168,0.9968168,0.9968168,4818343.0,0.0,2025-03-15 21:23:38
68,2020-04-09,0.9813205,0.9813205,0.9813205,0.9813205,6423558.0,0.0,2025-03-15 21:23:38
69,2020-04-13,0.91378295,0.91378295,0.91378295,0.91378295,4254328.0,0.0,2025-03-15 21:23:38
70,2020-04-14,0.9912143,0.9912143,0.9912143,0.9912143,5506028.0,0.0,2025-03-15 21:23:38
71,2020-04-15,0.98999834,0.98999834,0.98999834,0.98999834,5127181.0,0.0,2025-03-15 21:23:38
72,2020-04-16,0.905931,0.905931,0.905931,0.905931,4839073.0,0.0,2025-03-15 21:23:38
73,2020-04-17,0.9159678,0.9159678,0.9159678,0.9159678,5639132.0,0.0,2025-03-15 21:23:38
74,2020-04-20,0.92861587,0.92861587,0.92861587,0.92861587,4652130.0,0.0,2025-03-15 21:23:38
75,2020-04-21,1.0853269,1.0853269,1.0853269,1.0853269,4546828.0,0.0,2025-03-15 21:23:38
76,2020-04-22,0.906745,0.906745,0.906745,0.906745,4194738.0,0.0,2025-03-15 21:23:38
77,2020-04-23,0.8699613,0.8699613,0.8699613,0.8699613,4412789.0,0.0,2025-03-15 21:23:38
78,2020-04-24,1.0225197,1.0225197,1.0225197,1.0225197,4893460.0,0.0,2025-03-15 21:23:38
79,2020-04-27,1.049114,1.049114,1.049114,1.049114,4748420.0,0.0,2025-03-15 21:23:38
80,2020-04-28,0.9613264,0.9613264,0.9613264,0.9613264,4203097.0,0.0,2025-03-15 21:23:38
81,2020-04-29,1.0247025,1.0247025,1.0247025,1.0247025,5922915.0,0.0,2025-03-15 21:23:38
82,2020-04-30,0.96493727,0.96493727,0.96493727,0.96493727,5043432.0,0.0,2025-03-15 21:23:38
83,2020-05-01,1.1764029,1.1764029,1.1764029,1.1764029,5763509.0,0.0,2025-03-15 21:23:38
84,2020-05-04,0.9664352,0.9664352,0.9664352,0.9664352,4025344.0,0.0,2025-03-15 21:23:38
85,2020-05-05,0.89201933,0.89201933,0.89201933,0.89201933,4226756.0,0.0,2025-03-15 21:23:38
86,2020-05-06,0.845875,0.845875,0.845875,0.845875,4024434.0,0.0,2025-03-15 21:23:38
87,2020-05-07,0.82564515,0.82564515,0.82564515,0.82564515,4412148.0,0.0,2025-03-15 21:23:38
88,2020-05-08,0.86265945,0.86265945,0.86265945,0.86265945,5364299.0,0.0,2025-03-15 21:23:38
89,2020-05-11,0.85617703,0.85617703,0.85617703,0.85617703,4513378.0,0.0,2025-03-15 21:23:38
90,2020-05-12,0.87787795,0.87787795,0.87787795,0.87787795,4978600.0,0.0,2025-03-15 21:23:38
91,2020-05-13,1.1693037,1.1693037,1.1693037,1.1693037,6816885.0,0.0,2025-03-15 21:23:38
92,2020-05-14,0.95577496,0.95577496,0.95577496,0.95577496,5319749.0,0.0,2025-03-15 21:23:38
93,2020-05-15,0.8027123,0.8027123,0.8027123,0.8027123,5900436.0,0.0,2025-03-15 21:23:38
94,2020-05-18,0.7177077,0.7177077,0.7177077,0.7177077,5800077.0,0.0,2025-03-15 21:23:38
95,2020-05-19,0.7153362,0.7153362,0.7153362,0.7153362,4754176.0,0.0,2025-03-15 21:23:38
96,2020-05-20,0.8135134,0.8135134,0.8135134,0.8135134,5033586.0,0.0,2025-03-15 21:23:38
97,2020-05-21,0.84386367,0.84386367,0.84386367,0.84386367,4029587.0,0.0,2025-03-15 21:23:38
98,2020-05-22,0.8245722,0.8245722,0.8245722,0.8245722,4471917.0,0.0,2025-03-15 21:23:38
99,2020-05-26,0.8065614,0.8065614,0.8065614,0.8065614,5443632.0,0.0,2025-03-15 21:23:38
100,2020-05-27,0.8559078,0.8559078,0.8559078,0.8559078,5530982.0,0.0,2025-03-15 21:23:38
101,2020-05-28,0.85417664,0.85417664,0.85417664,0.85417664,5061168.0,0.0,2025-03-15 21:23:38
102,2020-05-29,0.9169505,0.9169505,0.9169505,0.9169505,5380167.0,0.0,2025-03-15 21:23:38
103,2020-06-01,0.8321885,0.8321885,0.8321885,0.8321885,4020963.0,0.0,2025-03-15 21:23:38
104,2020-06-02,0.7927025,0.7927025,0.7927025,0.7927025,4545944.0,0.0,2025-03-15 21:23:38
105,2020-06-03,0.69148314,0.69148314,0.69148314,0.69148314,6659650.0,0.0,2025-03-15 21:23:38
106,2020-06-04,0.7415316,0.7415316,0.7415316,0.7415316,5695404.0,0.0,2025-03-15 21:23:38
107,2020-06-05,0.6518936,0.6518936,0.6518936,0.6518936,8839491.0,0.0,2025-03-15 21:23:38
108,2020-06-08,0.5994289,0.5994289,0.5994289,0.5994289,6512121.0,0.0,2025-03-15 21:23:38
109,2020-06-09,0.69703335,0.69703335,0.69703335,0.69703335,5491006.0,0.0,2025-03-15 21:23:38
110,2020-06-10,0.69608986,0.69608986,0.69608986,0.69608986,5947412.0,0.0,2025-03-15 21:23:38
111,2020-06-11,1.0051488,1.0051488,1.0051488,1.0051488,8621500.0,0.0,2025-03-15 21:23:38
112,2020-06-12,0.9813161,0.9813161,0.9813161,0.9813161,7982790.0,0.0,2025-03-15 21:23:38
113,2020-06-15,0.8766357,0.8766357,0.8766357,0.8766357,5672182.0,0.0,2025-03-15 21:23:38
114,2020-06-16,0.76317894,0.76317894,0.76317894,0.76317894,5142188.0,0.0,2025-03-15 21:23:38
115,2020-06-17,0.7726038,0.7726038,0.7726038,0.7726038,4753604.0,0.0,2025-03-15 21:23:38
116,2020-06-18,0.8737427,0.8737427,0.8737427,0.8737427,4082728.0,0.0,2025-03-15 21:23:38
117,2020-06-19,0.9103774,0.9103774,0.9103774,0.9103774,6426691.0,0.0,2025-03-15 21:23:38
118,2020-06-22,0.7886558,0.7886558,0.7886558,0.7886558,4621189.0,0.0,2025-03-15 21:23:38
119,2020-06-23,0.77473277,0.77473277,0.77473277,0.77473277,3930600.0,0.0,2025-03-15 21:23:38
120,2020-06-24,0.9928363,0.9928363,0.9928363,0.9928363,5304970.0,0.0,2025-03-15 21:23:38
121,2020-06-25,0.89212626,0.89212626,0.89212626,0.89212626,4116018.0,0.0,2025-03-15 21:23:38
122,2020-06-26,1.0704798,1.0704798,1.0704798,1.0704798,5377187.0,0.0,2025-03-15 21:23:38
123,2020-06-29,0.9658346,0.9658346,0.9658346,0.9658346,4167766.0,0.0,2025-03-15 21:23:38
124,2020-06-30,0.87988037,0.87988037,0.87988037,0.87988037,5014265.0,0.0,2025-03-15 21:23:38
125,2020-07-01,0.8347437,0.8347437,0.8347437,0.8347437,4201785.0,0.0,2025-03-15 21:23:38
126,2020-07-02,0.86978436,0.86978436,0.86978436,0.86978436,4858214.0,0.0,2025-03-15 21:23:38
127,2020-07-06,0.7277376,0.7277376,0.7277376,0.7277376,4426113.0,0.0,2025-03-15 21:23:38
128,2020-07-07,0.82774925,0.82774925,0.82774925,0.82774925,3850269.0,0.0,2025-03-15 21:23:38
129,2020-07-08,0.7638011,0.7638011,0.7638011,0.7638011,4286079.0,0.0,2025-03-15 21:23:38
130,2020-07-09,0.7732607,0.7732607,0.7732607,0.7732607,4499055.0,0.0,2025-03-15 21:23:38
131,2020-07-10,0.82998866,0.82998866,0.82998866,0.82998866,4944181.0,0.0,2025-03-15 21:23:38
132,2020-07-13,0.7693707,0.7693707,0.7693707,0.7693707,5994143.0,0.0,2025-03-15 21:23:38
133,2020-07-14,0.8475417,0.8475417,0.8475417,0.8475417,4600728.0,0.0,2025-03-15 21:23:38
134,2020-07-15,0.62516326,0.62516326,0.62516326,0.62516326,5197997.0,0.0,2025-03-15 21:23:38
135,2020-07-16,0.7237056,0.7237056,0.7237056,0.7237056,4268607.0,0.0,2025-03-15 21:23:38
136,2020-07-17,0.73601484,0.73601484,0.73601484,0.73601484,5572894.0,0.0,2025-03-15 21:23:38
137,2020-07-20,0.7743882,0.7743882,0.7743882,0.7743882,4881223.0,0.0,2025-03-15 21:23:38
138,2020-07-21,0.70752305,0.70752305,0.70752305,0.70752305,4856993.0,0.0,2025-03-15 21:23:38
139,2020-07-22,0.75000244,0.75000244,0.75000244,0.75000244,4279701.0,0.0,2025-03-15 21:23:38
140,2020-07-23,0.7778773,0.7778773,0.7778773,0.7778773,4974353.0,0.0,2025-03-15 21:23:38
141,2020-07-24,0.9071749,0.9071749,0.9071749,0.9071749,5066515.0,0.0,2025-03-15 21:23:38
142,2020-07-27,0.6333003,0.6333003,0.6333003,0.6333003,4022559.0,0.0,2025-03-15 21:23:38
143,2020-07-28,0.8291193,0.8291193,0.8291193,0.8291193,3616650.0,0.0,2025-03-15 21:23:38
144,2020-07-29,0.72864765,0.72864765,0.72864765,0.72864765,4076350.0,0.0,2025-03-15 21:23:38
145,2020-07-30,0.7655687,0.7655687,0.7655687,0.7655687,4204926.0,0.0,2025-03-15 21:23:38
146,2020-07-31,0.8227182,0.8227182,0.8227182,0.8227182,5554360.0,0.0,2025-03-15 21:23:38
147,2020-08-03,0.66938305,0.66938305,0.66938305,0.66938305,4896399.0,0.0,2025-03-15 21:23:38
148,2020-08-04,0.7390752,0.7390752,0.7390752,0.7390752,4702275.0,0.0,2025-03-15 21:23:38
149,2020-08-05,0.6689618,0.6689618,0.6689618,0.6689618,5329212.0,0.0,2025-03-15 21:23:38
150,2020-08-06,0.61076415,0.61076415,0.61076415,0.61076415,4932627.0,0.0,2025-03-15 21:23:38
151,2020-08-07,0.72926086,0.72926086,0.72926086,0.72926086,5802853.0,0.0,2025-03-15 21:23:38
152,2020-08-10,0.6653404,0.6653404,0.6653404,0.6653404,4819640.0,0.0,2025-03-15 21:23:38
153,2020-08-11,0.70110565,0.70110565,0.70110565,0.70110565,5358675.0,0.0,2025-03-15 21:23:38
154,2020-08-12,0.7744064,0.7744064,0.7744064,0.7744064,4511146.0,0.0,2025-03-15 21:23:38
155,2020-08-13,0.68135595,0.68135595,0.68135595,0.68135595,4234036.0,0.0,2025-03-15 21:23:38
156,2020-08-14,0.77777046,0.77777046,0.77777046,0.77777046,4604214.0,0.0,2025-03-15 21:23:38
157,2020-08-17,0.75745994,0.75745994,0.75745994,0.75745994,4134407.0,0.0,2025-03-15 21:23:38
158,2020-08-18,0.7055137,0.7055137,0.7055137,0.7055137,4259077.0,0.0,2025-03-15 21:23:38
159,2020-08-19,0.7559045,0.7559045,0.7559045,0.7559045,4838358.0,0.0,2025-03-15 21:23:38
160,2020-08-20,0.74899113,0.74899113,0.74899113,0.74899113,4477594.0,0.0,2025-03-15 21:23:38
161,2020-08-21,0.6930741,0.6930741,0.6930741,0.6930741,5190122.0,0.0,2025-03-15 21:23:38
162,2020-08-24,0.73889244,0.73889244,0.73889244,0.73889244,4435372.0,0.0,2025-03-15 21:23:38
163,2020-08-25,0.6200136,0.6200136,0.6200136,0.6200136,4019892.0,0.0,2025-03-15 21:23:38
164,2020-08-26,0.64710057,0.64710057,0.64710057,0.64710057,5117497.0,0.0,2025-03-15 21:23:38
165,2020-08-27,0.6235166,0.6235166,0.6235166,0.6235166,5036397.0,0.0,2025-03-15 21:23:38
166,2020-08-28,0.7086283,0.7086283,0.7086283,0.7086283,4990746.0,0.0,2025-03-15 21:23:38
167,2020-08-31,0.7785986,0.7785986,0.7785986,0.7785986,4790312.0,0.0,2025-03-15 21:23:38
168,2020-09-01,0.61880696,0.61880696,0.61880696,0.61880696,4506056.0,0.0,2025-03-15 21:23:38
169,2020-09-02,0.7424957,0.7424957,0.7424957,0.7424957,5941466.0,0.0,2025-03-15 21:23:38
170,2020-09-03,0.94970316,0.94970316,0.94970316,0.94970316,7094182.0,0.0,2025-03-15 21:23:38
171,2020-09-04,1.0296068,1.0296068,1.0296068,1.0296068,6938980.0,0.0,2025-03-15 21:23:38
172,2020-09-08,0.8825438,0.8825438,0.8825438,0.8825438,5239031.0,0.0,2025-03-15 21:23:38
173,2020-09-09,0.86343694,0.86343694,0.86343694,0.86343694,4830528.0,0.0,2025-03-15 21:23:38
174,2020-09-10,0.8143137,0.8143137,0.8143137,0.8143137,4525528.0,0.0,2025-03-15 21:23:38
175,2020-09-11,1.0044345,1.0044345,1.0044345,1.0044345,5599013.0,0.0,2025-03-15 21:23:38
176,2020-09-14,0.82557964,0.82557964,0.82557964,0.82557964,4606748.0,0.0,2025-03-15 21:23:38
177,2020-09-15,0.6890226,0.6890226,0.6890226,0.6890226,4224281.0,0.0,2025-03-15 21:23:38
178,2020-09-16,0.80729747,0.80729747,0.80729747,0.80729747,4826086.0,0.0,2025-03-15 21:23:38
179,2020-09-17,0.9558716,0.9558716,0.9558716,0.9558716,4933510.0,0.0,2025-03-15 21:23:38
180,2020-09-18,0.93799067,0.93799067,0.93799067,0.93799067,6013273.0,0.0,2025-03-15 21:23:38
181,2020-09-21,0.9427085,0.9427085,0.9427085,0.9427085,5391360.0,0.0,2025-03-15 21:23:38
182,2020-09-22,0.8658586,0.8658586,0.8658586,0.8658586,3814037.0,0.0,2025-03-15 21:23:38
183,2020-09-23,0.890772,0.890772,0.890772,0.890772,5132111.0,0.0,2025-03-15 21:23:38
184,2020-09-24,1.0003392,1.0003392,1.0003392,1.0003392,4300309.0,0.0,2025-03-15 21:23:38
185,2020-09-25,0.88193256,0.88193256,0.88193256,0.88193256,4699530.0,0.0,2025-03-15 21:23:38
186,2020-09-28,0.77402186,0.77402186,0.77402186,0.77402186,3840807.0,0.0,2025-03-15 21:23:38
187,2020-09-29,0.79525346,0.79525346,0.79525346,0.79525346,3370942.0,0.0,2025-03-15 21:23:38
188,2020-09-30,0.8250973,0.8250973,0.8250973,0.8250973,4837019.0,0.0,2025-03-15 21:23:38
189,2020-10-01,0.7844827,0.7844827,0.7844827,0.7844827,4323641.0,0.0,2025-03-15 21:23:38
190,2020-10-02,0.8989753,0.8989753,0.8989753,0.8989753,4828479.0,0.0,2025-03-15 21:23:38
191,2020-10-05,0.7855597,0.7855597,0.7855597,0.7855597,4185868.0,0.0,2025-03-15 21:23:38
192,2020-10-06,0.8434757,0.8434757,0.8434757,0.8434757,4742874.0,0.0,2025-03-15 21:23:38
193,2020-10-07,0.7631144,0.7631144,0.7631144,0.7631144,4089676.0,0.0,2025-03-15 21:23:38
194,2020-10-08,0.7973641,0.7973641,0.7973641,0.7973641,4365003.0,0.0,2025-03-15 21:23:38
195,2020-10-09,0.8544692,0.8544692,0.8544692,0.8544692,5850585.0,0.0,2025-03-15 21:23:38
196,2020-10-12,0.6569655,0.6569655,0.6569655,0.6569655,5362401.0,0.0,2025-03-15 21:23:38
197,2020-10-13,0.7532593,0.7532593,0.7532593,0.7532593,4328820.0,0.0,2025-03-15 21:23:38
198,2020-10-14,0.71404386,0.71404386,0.71404386,0.71404386,4786147.0,0.0,2025-03-15 21:23:38
199,2020-10-15,0.75349736,0.75349736,0.75349736,0.75349736,4823268.0,0.0,2025-03-15 21:23:38
200,2020-10-16,0.85141325,0.85141325,0.85141325,0.85141325,5774419.0,0.0,2025-03-15 21:23:38
201,2020-10-19,0.7837241,0.7837241,0.7837241,0.7837241,4842588.0,0.0,2025-03-15 21:23:38
202,2020-10-20,0.8188315,0.8188315,0.8188315,0.8188315,4093102.0,0.0,2025-03-15 21:23:38
203,2020-10-21,0.870105,0.870105,0.870105,0.870105,4426763.0,0.0,2025-03-15 21:23:38
204,2020-10-22,0.7985604,0.7985604,0.7985604,0.7985604,4216946.0,0.0,2025-03-15 21:23:38
205,2020-10-23,0.83871025,0.83871025,0.83871025,0.83871025,4380979.0,0.0,2025-03-15 21:23:38
206,2020-10-26,1.107636,1.107636,1.107636,1.107636,5308412.0,0.0,2025-03-15 21:23:38
207,2020-10-27,0.79557204,0.79557204,0.79557204,0.79557204,3641948.0,0.0,2025-03-15 21:23:38
208,2020-10-28,1.1104307,1.1104307,1.1104307,1.1104307,6283185.0,0.0,2025-03-15 21:23:38
209,2020-10-29,0.9033162,0.9033162,0.9033162,0.9033162,5106251.0,0.0,2025-03-15 21:23:38
210,2020-10-30,1.0333868,1.0333868,1.0333868,1.0333868,6579375.0,0.0,2025-03-15 21:23:38
211,2020-11-02,0.9840704,0.9840704,0.9840704,0.9840704,4681305.0,0.0,2025-03-15 21:23:38
212,2020-11-03,1.0333974,1.0333974,1.0333974,1.0333974,5086442.0,0.0,2025-03-15 21:23:38
213,2020-11-04,0.9767539,0.9767539,0.9767539,0.9767539,6013904.0,0.0,2025-03-15 21:23:38
214,2020-11-05,0.80387115,0.80387115,0.80387115,0.80387115,5513498.0,0.0,2025-03-15 21:23:38
215,2020-11-06,0.8529726,0.8529726,0.8529726,0.8529726,5814061.0,0.0,2025-03-15 21:23:38
216,2020-11-09,0.7392519,0.7392519,0.7392519,0.7392519,7860342.0,0.0,2025-03-15 21:23:38
217,2020-11-10,0.84634423,0.84634423,0.84634423,0.84634423,5394547.0,0.0,2025-03-15 21:23:38
218,2020-11-11,1.0159625,1.0159625,1.0159625,1.0159625,4998960.0,0.0,2025-03-15 21:23:38
219,2020-11-12,0.9327939,0.9327939,0.9327939,0.9327939,5055756.0,0.0,2025-03-15 21:23:38
220,2020-11-13,0.8061355,0.8061355,0.8061355,0.8061355,5700458.0,0.0,2025-03-15 21:23:38
221,2020-11-16,0.729787,0.729787,0.729787,0.729787,5906996.0,0.0,2025-03-15 21:23:38
222,2020-11-17,0.8650916,0.8650916,0.8650916,0.8650916,5383143.0,0.0,2025-03-15 21:23:38
223,2020-11-18,0.7289963,0.7289963,0.7289963,0.7289963,5793111.0,0.0,2025-03-15 21:23:38
224,2020-11-19,0.75642633,0.75642633,0.75642633,0.75642633,5396086.0,0.0,2025-03-15 21:23:38
225,2020-11-20,0.7057094,0.7057094,0.7057094,0.7057094,5837248.0,0.0,2025-03-15 21:23:38
226,2020-11-23,0.64522994,0.64522994,0.64522994,0.64522994,5934662.0,0.0,2025-03-15 21:23:38
227,2020-11-24,0.640305,0.640305,0.640305,0.640305,6186876.0,0.0,2025-03-15 21:23:38
228,2020-11-25,0.71534646,0.71534646,0.71534646,0.71534646,4889583.0,0.0,2025-03-15 21:23:38
229,2020-11-27,0.7350779,0.7350779,0.7350779,0.7350779,3853589.0,0.0,2025-03-15 21:23:38
230,2020-11-30,0.7980837,0.7980837,0.7980837,0.7980837,5754312.0,0.0,2025-03-15 21:23:38
231,2020-12-01,0.6467159,0.6467159,0.6467159,0.6467159,5701118.0,0.0,2025-03-15 21:23:38
232,2020-12-02,0.67842156,0.67842156,0.67842156,0.67842156,5304653.0,0.0,2025-03-15 21:23:38
233,2020-12-03,0.6485963,0.6485963,0.6485963,0.6485963,5132931.0,0.0,2025-03-15 21:23:38
234,2020-12-04,0.6791622,0.6791622,0.6791622,0.6791622,5973413.0,0.0,2025-03-15 21:23:38
235,2020-12-07,0.65145594,0.65145594,0.65145594,0.65145594,5081487.0,0.0,2025-03-15 21:23:38
236,2020-12-08,0.65484023,0.65484023,0.65484023,0.65484023,4671273.0,0.0,2025-03-15 21:23:38
237,2020-12-09,0.83755183,0.83755183,0.83755183,0.83755183,6223948.0,0.0,2025-03-15 21:23:38
238,2020-12-10,0.70453244,0.70453244,0.70453244,0.70453244,4537912.0,0.0,2025-03-15 21:23:38
239,2020-12-11,0.96761084,0.96761084,0.96761084,0.96761084,6148168.0,0.0,2025-03-15 21:23:38
240,2020-12-14,0.8098918,0.8098918,0.8098918,0.8098918,5651170.0,0.0,2025-03-15 21:23:38
241,2020-12-15,0.9113685,0.9113685,0.9113685,0.9113685,5559997.0,0.0,2025-03-15 21:23:38
242,2020-12-16,0.7707086,0.7707086,0.7707086,0.7707086,4890846.0,0.0,2025-03-15 21:23:38
243,2020-12-17,0.69349825,0.69349825,0.69349825,0.69349825,5057282.0,0.0,2025-03-15 21:23:38
244,2020-12-18,0.7482853,0.7482853,0.7482853,0.7482853,6372201.0,0.0,2025-03-15 21:23:38
245,2020-12-21,0.75996363,0.75996363,0.75996363,0.75996363,5860656.0,0.0,2025-03-15 21:23:38
246,2020-12-22,0.5987949,0.5987949,0.5987949,0.5987949,4507257.0,0.0,2025-03-15 21:23:38
247,2020-12-23,0.7791388,0.7791388,0.7791388,0.7791388,4850306.0,0.0,2025-03-15 21:23:38
248,2020-12-24,0.8039358,0.8039358,0.8039358,0.8039358,3015948.0,0.0,2025-03-15 21:23:38
