,Date,Open,High,Low,Close,Volume,Turnover
60,2020-03-30,2558.98,2631.8,2545.28,2626.65,3398900000.0,221754200000.0
61,2020-03-31,2614.69,2641.39,2571.15,2584.59,3996400000.0,250070400000.0
62,2020-04-01,2498.08,2522.75,2447.49,2470.5,3667800000.0,205274300000.0
63,2020-04-02,2458.54,2533.22,2455.79,2526.9,3865300000.0,207039500000.0
64,2020-04-03,2514.92,2538.18,2459.96,2488.65,3581400000.0,181536400000.0
65,2020-04-06,2578.28,2676.85,2574.57,2663.68,4035300000.0,249778300000.0
66,2020-04-07,2738.65,2756.89,2657.67,2659.41,4230000000.0,245118400000.0
67,2020-04-08,2685.0,2760.75,2663.3,2749.98,3357300000.0,206502400000.0
68,2020-04-09,2776.99,2818.57,2762.36,2789.82,4387200000.0,250482500000.0
69,2020-04-13,2782.46,2782.46,2721.17,2761.63,2918900000.0,183351700000.0
70,2020-04-14,2805.1,2851.85,2805.1,2846.06,3153200000.0,223323000000.0
71,2020-04-15,2795.64,2801.88,2761.54,2783.36,3129300000.0,200594500000.0
72,2020-04-16,2799.34,2806.51,2764.32,2799.55,3229500000.0,237215300000.0
73,2020-04-17,2842.43,2879.22,2830.88,2874.56,3566500000.0,250246700000.0
74,2020-04-20,2845.62,2868.98,2820.43,2823.16,2940100000.0,191242800000.0
75,2020-04-21,2784.81,2785.54,2727.1,2736.56,3111400000.0,217258200000.0
76,2020-04-22,2787.89,2815.1,2775.95,2799.31,2787800000.0,185288200000.0
77,2020-04-23,2810.42,2844.9,2794.26,2797.8,2926200000.0,189813800000.0
78,2020-04-24,2812.64,2842.71,2791.76,2836.74,2905100000.0,176047100000.0
79,2020-04-27,2854.65,2887.72,2852.89,2878.48,2799600000.0,183110000000.0
80,2020-04-28,2909.96,2921.15,2860.71,2863.39,3252600000.0,205508200000.0
81,2020-04-29,2918.46,2954.86,2912.16,2939.51,3885300000.0,251678600000.0
82,2020-04-30,2930.91,2930.91,2892.47,2912.43,3734400000.0,256345300000.0
83,2020-05-01,2869.09,2869.09,2821.61,2830.71,2920900000.0,205577300000.0
84,2020-05-04,2815.01,2844.24,2797.85,2842.74,2887900000.0,175699300000.0
85,2020-05-05,2868.88,2898.23,2863.55,2868.44,2980300000.0,176859900000.0
86,2020-05-06,2883.14,2891.11,2847.65,2848.42,2867300000.0,172811200000.0
87,2020-05-07,2878.26,2901.92,2876.48,2881.19,2838400000.0,178214700000.0
88,2020-05-08,2908.83,2932.16,2902.88,2929.8,2626500000.0,167724700000.0
89,2020-05-11,2915.46,2944.25,2903.44,2930.19,2614900000.0,171293800000.0
90,2020-05-12,2939.5,2945.82,2869.59,2870.12,2675300000.0,176391100000.0
91,2020-05-13,2865.86,2874.14,2793.15,2820.0,3558700000.0,219162400000.0
92,2020-05-14,2794.54,2852.8,2766.64,2852.5,3356600000.0,210413800000.0
93,2020-05-15,2829.95,2865.01,2816.78,2863.7,3313200000.0,235711700000.0
94,2020-05-18,2913.86,2968.09,2913.86,2953.91,3653500000.0,228722200000.0
95,2020-05-19,2948.59,2964.21,2922.35,2922.94,2865600000.0,185915100000.0
96,2020-05-20,2953.63,2980.29,2953.63,2971.61,2858900000.0,197153800000.0
97,2020-05-21,2969.95,2978.5,2938.57,2948.51,2787600000.0,189625000000.0
98,2020-05-22,2948.05,2956.76,2933.59,2955.45,2199200000.0,150283500000.0
99,2020-05-26,3004.08,3021.72,2988.17,2991.77,3360700000.0,225567100000.0
100,2020-05-27,3015.65,3036.25,2969.75,3036.13,3685700000.0,249826400000.0
101,2020-05-28,3046.61,3068.67,3023.4,3029.73,3163200000.0,215432500000.0
102,2020-05-29,3025.17,3049.17,2998.61,3044.31,4411500000.0,278700000000.0
103,2020-06-01,3038.78,3062.18,3031.54,3055.73,2507200000.0,161521300000.0
104,2020-06-02,3064.78,3081.07,3051.64,3080.82,2811900000.0,189240600000.0
105,2020-06-03,3098.9,3130.94,3098.9,3122.87,3168600000.0,208604000000.0
106,2020-06-04,3111.56,3128.91,3090.41,3112.35,3750600000.0,220567300000.0
107,2020-06-05,3163.84,3211.72,3163.84,3193.93,4805700000.0,299859400000.0
108,2020-06-08,3199.92,3233.13,3196.0,3232.39,3714400000.0,243627000000.0
109,2020-06-09,3213.32,3222.71,3193.11,3207.18,3166500000.0,225098100000.0
110,2020-06-10,3213.42,3223.27,3181.49,3190.14,3585500000.0,242697200000.0
111,2020-06-11,3123.53,3123.53,2999.49,3002.1,4135600000.0,280558700000.0
112,2020-06-12,3071.04,3088.42,2984.47,3041.31,3389400000.0,242194300000.0
113,2020-06-15,2993.76,3079.76,2965.66,3066.59,3217400000.0,217041800000.0
114,2020-06-16,3131.0,3153.45,3076.06,3124.74,3301000000.0,227936700000.0
115,2020-06-17,3136.13,3141.16,3108.03,3113.49,2490100000.0,173721900000.0
116,2020-06-18,3101.64,3120.0,3093.51,3115.34,2412200000.0,167767900000.0
117,2020-06-19,3140.29,3155.53,3083.11,3097.74,5010300000.0,348916600000.0
118,2020-06-22,3094.42,3120.92,3079.39,3117.86,2568900000.0,183605200000.0
119,2020-06-23,3138.7,3154.9,3127.12,3131.29,2728500000.0,199331800000.0
120,2020-06-24,3114.4,3115.01,3032.13,3050.33,3210000000.0,223937900000.0
121,2020-06-25,3046.6,3086.25,3024.01,3083.76,2728900000.0,189584000000.0
122,2020-06-26,3073.2,3073.73,3004.63,3009.05,4394100000.0,318918900000.0
123,2020-06-29,3018.59,3053.89,2999.74,3053.24,2643100000.0,189291800000.0
124,2020-06-30,3050.2,3111.51,3047.83,3100.29,2760700000.0,205349900000.0
125,2020-07-01,3105.92,3128.44,3101.17,3115.86,2701300000.0,198046800000.0
126,2020-07-02,3143.64,3165.81,3124.52,3130.01,2329500000.0,178648700000.0
127,2020-07-06,3155.29,3182.59,3155.29,3179.72,2391000000.0,190983200000.0
128,2020-07-07,3166.44,3184.15,3142.93,3145.32,2291900000.0,179662800000.0
129,2020-07-08,3153.07,3171.8,3136.53,3169.94,2404000000.0,182876100000.0
130,2020-07-09,3176.17,3179.78,3115.7,3152.05,2601700000.0,195998900000.0
131,2020-07-10,3152.47,3186.82,3136.22,3185.04,2414400000.0,186014500000.0
132,2020-07-13,3205.08,3235.32,3149.43,3155.22,2703100000.0,225669800000.0
133,2020-07-14,3141.11,3200.95,3127.66,3197.52,2653500000.0,219985100000.0
134,2020-07-15,3225.98,3238.28,3200.76,3226.56,2857600000.0,213983400000.0
135,2020-07-16,3208.36,3220.39,3198.59,3215.57,2219300000.0,181541100000.0
136,2020-07-17,3224.21,3233.52,3205.65,3224.73,2225500000.0,179599600000.0
137,2020-07-20,3224.29,3258.61,3215.16,3251.84,2175800000.0,178174300000.0
138,2020-07-21,3268.52,3277.29,3247.77,3257.3,2476200000.0,185561400000.0
139,2020-07-22,3254.86,3279.32,3253.1,3276.02,2422800000.0,178284000000.0
140,2020-07-23,3271.64,3279.99,3222.66,3235.66,2748800000.0,210200200000.0
141,2020-07-24,3218.58,3227.26,3200.05,3215.63,2466200000.0,196459600000.0
142,2020-07-27,3219.84,3241.43,3214.25,3239.41,2360900000.0,175790200000.0
143,2020-07-28,3234.27,3243.72,3216.17,3218.44,2249300000.0,162679500000.0
144,2020-07-29,3227.22,3264.74,3227.22,3258.44,2475900000.0,178104500000.0
145,2020-07-30,3231.76,3250.92,3204.13,3246.22,2442100000.0,197360600000.0
146,2020-07-31,3270.45,3272.17,3220.26,3271.12,3069500000.0,269217300000.0
147,2020-08-03,3288.26,3302.73,3284.53,3294.61,2386300000.0,219347500000.0
148,2020-08-04,3289.92,3306.84,3286.37,3306.51,2408300000.0,201335900000.0
149,2020-08-05,3317.37,3330.77,3317.37,3327.77,2458000000.0,186949000000.0
150,2020-08-06,3323.17,3351.03,3318.14,3349.16,2418100000.0,194727400000.0
151,2020-08-07,3340.05,3352.54,3328.72,3351.28,2286000000.0,202105000000.0
152,2020-08-10,3356.04,3363.29,3335.44,3360.47,2573100000.0,202653000000.0
153,2020-08-11,3370.34,3381.01,3326.44,3333.69,2907500000.0,224348500000.0
154,2020-08-12,3355.46,3387.89,3355.46,3380.35,2251300000.0,185225600000.0
155,2020-08-13,3372.95,3387.24,3363.35,3373.43,1969600000.0,165702400000.0
156,2020-08-14,3368.66,3378.51,3361.64,3372.85,1716900000.0,144665200000.0
157,2020-08-17,3380.86,3387.59,3379.22,3381.99,1957300000.0,156563000000.0
158,2020-08-18,3387.04,3395.06,3370.15,3389.78,1799500000.0,163339400000.0
159,2020-08-19,3392.51,3399.54,3369.66,3374.85,2027800000.0,180494200000.0
160,2020-08-20,3360.48,3390.8,3354.69,3385.51,1840200000.0,163693600000.0
161,2020-08-21,3386.01,3399.96,3379.31,3397.16,1999200000.0,205830600000.0
162,2020-08-24,3418.09,3432.09,3413.13,3431.28,2281000000.0,209153000000.0
163,2020-08-25,3435.95,3444.21,3425.84,3443.62,2047000000.0,190328200000.0
164,2020-08-26,3449.97,3481.07,3444.15,3478.73,2026000000.0,232043900000.0
165,2020-08-27,3485.14,3501.38,3468.35,3484.55,2332600000.0,213243500000.0
166,2020-08-28,3494.69,3509.23,3484.32,3508.01,2052500000.0,188542700000.0
167,2020-08-31,3509.73,3514.77,3493.25,3500.31,2552900000.0,214559400000.0
168,2020-09-01,3507.44,3528.03,3494.6,3526.65,2251700000.0,192526100000.0
169,2020-09-02,3543.76,3588.11,3535.23,3580.84,2587800000.0,233175400000.0
170,2020-09-03,3564.74,3564.85,3427.41,3455.06,3205200000.0,286497400000.0
171,2020-09-04,3453.6,3479.15,3349.63,3426.96,3052900000.0,286097000000.0
172,2020-09-08,3371.88,3379.97,3329.27,3331.84,3079900000.0,245615700000.0
173,2020-09-09,3369.82,3424.77,3366.84,3398.96,2515400000.0,210698500000.0
174,2020-09-10,3412.56,3425.55,3329.25,3339.19,2586400000.0,200204300000.0
175,2020-09-11,3352.7,3368.95,3310.47,3340.97,2355300000.0,185100100000.0
176,2020-09-14,3363.56,3402.93,3363.56,3383.54,2369300000.0,195740200000.0
177,2020-09-15,3407.73,3419.48,3389.25,3401.2,2486900000.0,190811300000.0
178,2020-09-16,3411.23,3428.92,3384.45,3385.49,2867100000.0,209394100000.0
179,2020-09-17,3346.86,3375.17,3328.82,3357.01,2747600000.0,216167600000.0
180,2020-09-18,3357.38,3362.27,3292.4,3319.47,4103900000.0,317111700000.0
181,2020-09-21,3285.57,3285.57,3229.1,3281.06,2986600000.0,234200100000.0
182,2020-09-22,3295.75,3320.31,3270.95,3315.57,2375000000.0,199234900000.0
183,2020-09-23,3320.11,3323.35,3232.57,3236.92,2470800000.0,193287700000.0
184,2020-09-24,3226.14,3278.7,3209.45,3246.59,2402300000.0,188573200000.0
185,2020-09-25,3236.66,3306.88,3228.44,3298.46,2192100000.0,174301400000.0
186,2020-09-28,3333.9,3360.74,3332.91,3351.6,2224600000.0,179065200000.0
187,2020-09-29,3350.92,3357.92,3327.54,3335.47,1952500000.0,154517600000.0
188,2020-09-30,3341.21,3393.56,3340.47,3363.0,2628400000.0,216592100000.0
189,2020-10-01,3385.87,3397.18,3361.39,3380.8,2359800000.0,190667500000.0
190,2020-10-02,3338.94,3369.1,3323.69,3348.42,2360300000.0,185343600000.0
191,2020-10-05,3367.27,3409.57,3367.27,3408.6,2044900000.0,163621200000.0
192,2020-10-06,3408.74,3431.56,3354.54,3360.97,2557200000.0,195993000000.0
193,2020-10-07,3384.56,3426.26,3384.56,3419.44,2089000000.0,171092800000.0
194,2020-10-08,3434.28,3447.28,3428.15,3446.83,2099400000.0,158734700000.0
195,2020-10-09,3459.67,3482.34,3458.07,3477.14,2233300000.0,176172000000.0
196,2020-10-12,3500.02,3549.85,3499.61,3534.22,2251900000.0,217522800000.0
197,2020-10-13,3534.01,3534.01,3500.86,3511.93,2369200000.0,203879200000.0
198,2020-10-14,3515.47,3527.94,3480.55,3488.67,2187900000.0,180323800000.0
199,2020-10-15,3453.72,3489.08,3440.89,3483.34,2018600000.0,169442400000.0
200,2020-10-16,3493.5,3515.76,3480.45,3483.81,2229300000.0,186942700000.0
201,2020-10-19,3493.66,3502.42,3419.93,3426.92,2195200000.0,173362100000.0
202,2020-10-20,3439.38,3476.93,3435.65,3443.12,2123900000.0,168314500000.0
203,2020-10-21,3439.91,3464.86,3433.06,3435.56,2075300000.0,177517200000.0
204,2020-10-22,3438.5,3460.53,3415.34,3453.49,2412500000.0,179996200000.0
205,2020-10-23,3464.9,3466.46,3440.45,3465.39,2165000000.0,156608200000.0
206,2020-10-26,3441.42,3441.42,3364.86,3400.97,2441200000.0,192569600000.0
207,2020-10-27,3403.15,3409.51,3388.71,3390.68,2398800000.0,184924700000.0
208,2020-10-28,3342.48,3342.48,3268.89,3271.03,3156300000.0,231015100000.0
209,2020-10-29,3277.17,3341.05,3259.82,3310.11,2758600000.0,219959600000.0
210,2020-10-30,3293.59,3304.93,3233.94,3269.96,3010800000.0,249294100000.0
211,2020-11-02,3296.2,3330.14,3279.74,3310.24,2532300000.0,203083700000.0
212,2020-11-03,3336.25,3389.49,3336.25,3369.16,2335700000.0,184602000000.0
213,2020-11-04,3406.46,3486.25,3405.17,3443.44,2907900000.0,256772500000.0
214,2020-11-05,3485.74,3529.05,3485.74,3510.45,2565700000.0,216907200000.0
215,2020-11-06,3508.34,3521.58,3484.34,3509.44,2172100000.0,175921000000.0
216,2020-11-09,3583.04,3645.99,3547.48,3550.5,5073800000.0,373430200000.0
217,2020-11-10,3543.26,3557.22,3511.91,3545.53,3463300000.0,280272000000.0
218,2020-11-11,3563.22,3581.16,3557.0,3572.66,2520700000.0,200738800000.0
219,2020-11-12,3562.67,3569.02,3518.58,3537.01,2420200000.0,182984900000.0
220,2020-11-13,3552.57,3593.66,3552.57,3585.15,2282000000.0,169092800000.0
221,2020-11-16,3600.16,3628.51,3600.16,3626.91,2870800000.0,214899700000.0
222,2020-11-17,3610.31,3623.11,3588.68,3609.53,2409200000.0,189146600000.0
223,2020-11-18,3612.09,3619.09,3567.33,3567.79,2704900000.0,202853400000.0
224,2020-11-19,3559.41,3585.22,3543.84,3581.87,2287700000.0,184574500000.0
225,2020-11-20,3579.31,3581.23,3556.85,3557.54,2255700000.0,182680100000.0
226,2020-11-23,3566.82,3589.81,3552.77,3577.59,2518100000.0,202015900000.0
227,2020-11-24,3594.52,3642.31,3594.52,3635.41,3199200000.0,238302100000.0
228,2020-11-25,3635.5,3635.5,3617.76,3629.65,2324900000.0,180516100000.0
229,2020-11-27,3638.55,3644.31,3629.33,3638.35,1242500000.0,101606300000.0
230,2020-11-30,3634.18,3634.18,3594.39,3621.63,3653000000.0,287114600000.0
231,2020-12-01,3645.87,3678.45,3645.87,3662.45,2643000000.0,226021800000.0
232,2020-12-02,3653.78,3670.96,3644.84,3669.01,2388400000.0,200007600000.0
233,2020-12-03,3668.28,3682.73,3657.17,3666.72,2648000000.0,206008100000.0
234,2020-12-04,3670.94,3699.2,3670.94,3699.12,2597900000.0,200634500000.0
235,2020-12-07,3694.73,3697.41,3678.88,3691.96,2347800000.0,188983000000.0
236,2020-12-08,3683.05,3708.45,3678.83,3702.25,2273800000.0,183005100000.0
237,2020-12-09,3705.98,3712.39,3660.54,3672.82,2764200000.0,222570900000.0
238,2020-12-10,3659.13,3678.49,3645.18,3668.1,2419500000.0,192604300000.0
239,2020-12-11,3656.08,3665.91,3633.4,3663.46,2313700000.0,195274500000.0
240,2020-12-14,3675.27,3697.61,3645.84,3647.49,2548400000.0,214731400000.0
241,2020-12-15,3666.41,3695.29,3659.62,3694.62,2538300000.0,208276200000.0
242,2020-12-16,3696.25,3711.27,3688.57,3701.17,2283000000.0,199274000000.0
243,2020-12-17,3713.65,3725.12,3710.87,3722.48,2202900000.0,198341000000.0
244,2020-12-18,3722.39,3726.7,3685.84,3709.41,4296800000.0,386504500000.0
245,2020-12-21,3684.28,3702.9,3636.48,3694.92,2655700000.0,256848700000.0
246,2020-12-22,3698.08,3698.26,3676.16,3687.26,2201100000.0,211965100000.0
247,2020-12-23,3693.42,3711.24,3689.28,3690.01,1839400000.0,168218100000.0
248,2020-12-24,3694.03,3703.82,3689.32,3703.06,817900000.0,83437000000.0
249,2020-12-28,3723.03,3740.51,3723.03,3735.36,1666700000.0,179147700000.0
250,2020-12-29,3750.01,3756.12,3723.31,3727.04,1642600000.0,165540000000.0
251,2020-12-30,3736.19,3744.63,3730.21,3732.04,1563000000.0,165064000000.0
252,2020-12-31,3733.27,3760.2,3726.88,3756.07,1663700000.0,177244100000.0
253,2021-01-04,3764.61,3769.99,3662.71,3700.65,2737000000.0,275791500000.0
254,2021-01-05,3698.02,3737.83,3695.07,3726.86,2391100000.0,213845900000.0
255,2021-01-06,3712.2,3783.04,3705.34,3748.14,3201200000.0,302502100000.0
256,2021-01-07,3764.71,3811.55,3764.71,3803.79,2596900000.0,268479500000.0
257,2021-01-08,3815.05,3826.69,3783.6,3824.68,2385600000.0,273750700000.0
258,2021-01-11,3803.14,3817.86,3789.02,3799.61,2343500000.0,253741700000.0
259,2021-01-12,3801.62,3810.78,3776.51,3801.19,2640900000.0,257988400000.0
260,2021-01-13,3802.23,3820.96,3791.5,3809.84,2352000000.0,226874900000.0
261,2021-01-14,3814.98,3823.6,3792.86,3795.54,2717200000.0,249562600000.0
262,2021-01-15,3788.73,3788.73,3749.62,3768.25,2753100000.0,267907100000.0
263,2021-01-19,3781.88,3804.53,3780.37,3798.91,2491500000.0,246400500000.0
264,2021-01-20,3816.22,3859.75,3816.22,3851.85,2356500000.0,261381800000.0
265,2021-01-21,3857.46,3861.45,3845.05,3853.07,2598900000.0,245705100000.0
266,2021-01-22,3844.24,3852.31,3830.41,3841.47,2297600000.0,221962800000.0
267,2021-01-25,3851.68,3859.23,3797.16,3855.36,2804000000.0,280705000000.0
268,2021-01-26,3862.96,3870.9,3847.78,3849.62,2568200000.0,231684200000.0
269,2021-01-27,3836.83,3836.83,3732.48,3750.77,3819900000.0,346178500000.0
270,2021-01-28,3755.75,3830.5,3755.75,3787.38,3270700000.0,287747000000.0
271,2021-01-29,3778.05,3778.05,3694.12,3714.24,3325200000.0,311193800000.0
272,2021-02-01,3731.17,3784.32,3725.62,3773.86,2462400000.0,239152200000.0
273,2021-02-02,3791.84,3843.09,3791.84,3826.31,2421700000.0,254630500000.0
274,2021-02-03,3840.27,3847.51,3816.68,3830.17,2278300000.0,242514600000.0
275,2021-02-04,3836.66,3872.42,3836.66,3871.74,2372900000.0,239735200000.0
276,2021-02-05,3878.3,3894.56,3874.93,3886.83,2157500000.0,210536600000.0
277,2021-02-08,3892.59,3915.77,3892.59,3915.59,2165500000.0,214158100000.0
278,2021-02-09,3910.49,3918.35,3902.64,3911.23,2072800000.0,193648700000.0
279,2021-02-10,3920.78,3931.5,3884.94,3909.88,2295800000.0,230940700000.0
280,2021-02-11,3916.4,3925.99,3890.39,3916.38,2130200000.0,202354000000.0
281,2021-02-12,3911.65,3937.23,3905.78,3934.83,1815400000.0,189620300000.0
282,2021-02-16,3939.61,3950.43,3923.85,3932.59,2296900000.0,225915900000.0
283,2021-02-17,3918.5,3933.61,3900.43,3931.33,2152600000.0,215149900000.0
284,2021-02-18,3915.86,3921.98,3885.03,3913.97,2017100000.0,203063200000.0
285,2021-02-19,3921.16,3930.41,3903.07,3906.71,2315100000.0,236658400000.0
286,2021-02-22,3885.55,3902.92,3874.71,3876.5,2757400000.0,261417800000.0
287,2021-02-23,3857.07,3895.98,3805.59,3881.37,2954100000.0,318136300000.0
288,2021-02-24,3873.71,3928.65,3859.6,3925.43,2793900000.0,275738300000.0
289,2021-02-25,3915.8,3925.02,3814.04,3829.34,2931300000.0,296323000000.0
290,2021-02-26,3839.66,3861.08,3789.54,3811.15,3138300000.0,314993100000.0
291,2021-03-01,3842.51,3914.5,3842.51,3901.82,2414100000.0,242657600000.0
292,2021-03-02,3903.64,3906.41,3868.57,3870.29,2302000000.0,221344500000.0
293,2021-03-03,3863.99,3874.47,3818.86,3819.72,2726200000.0,260697400000.0
294,2021-03-04,3818.53,3843.67,3723.34,3768.47,3480700000.0,348458200000.0
295,2021-03-05,3793.58,3851.69,3730.19,3841.94,3328100000.0,348848800000.0
296,2021-03-08,3844.39,3881.06,3819.25,3821.35,3006600000.0,295724900000.0
297,2021-03-09,3851.93,3903.76,3851.93,3875.44,2795800000.0,305982500000.0
298,2021-03-10,3891.99,3917.35,3885.73,3898.81,2670900000.0,272068700000.0
299,2021-03-11,3915.54,3960.27,3915.54,3939.34,2576600000.0,253082100000.0
300,2021-03-12,3924.52,3944.99,3915.21,3943.34,2282400000.0,229209100000.0
301,2021-03-15,3942.96,3970.08,3923.54,3968.94,2400900000.0,239651600000.0
302,2021-03-16,3973.59,3981.04,3953.44,3962.71,2379500000.0,239618600000.0
303,2021-03-17,3949.57,3983.87,3935.74,3974.12,2466300000.0,255514000000.0
304,2021-03-18,3953.5,3969.62,3910.86,3915.46,2692800000.0,272348700000.0
305,2021-03-19,3913.14,3930.12,3886.75,3913.1,4666400000.0,464138600000.0
306,2021-03-22,3916.48,3955.31,3914.16,3940.59,2381200000.0,256846700000.0
307,2021-03-23,3937.6,3949.13,3901.57,3910.52,2507900000.0,249780700000.0
308,2021-03-24,3919.93,3942.08,3889.07,3889.14,2424600000.0,239716400000.0
309,2021-03-25,3879.34,3919.54,3853.5,3909.52,2398300000.0,250607100000.0
310,2021-03-26,3917.12,3978.19,3917.12,3974.54,2666100000.0,258358400000.0
311,2021-03-29,3969.31,3981.83,3943.25,3971.09,2425800000.0,237704800000.0
312,2021-03-30,3963.34,3968.01,3944.35,3958.55,2139100000.0,215094600000.0
313,2021-03-31,3967.25,3994.41,3966.98,3972.89,2428300000.0,257967500000.0
314,2021-04-01,3992.78,4020.63,3992.78,4019.87,2184900000.0,231607400000.0
315,2021-04-05,4034.44,4083.42,4034.44,4077.91,2246400000.0,247523900000.0
316,2021-04-06,4075.57,4086.23,4068.14,4073.94,2149600000.0,218809100000.0
317,2021-04-07,4074.29,4083.13,4068.31,4079.95,1966300000.0,204507100000.0
318,2021-04-08,4089.95,4098.19,4082.54,4097.17,2014600000.0,211663600000.0
319,2021-04-09,4096.11,4129.48,4095.51,4128.8,1886200000.0,204635600000.0
320,2021-04-12,4124.71,4131.76,4114.82,4127.99,1928500000.0,218860800000.0
321,2021-04-13,4130.1,4148.0,4124.43,4141.59,2065100000.0,238303700000.0
322,2021-04-14,4141.58,4151.69,4120.87,4124.66,2096200000.0,231163400000.0
323,2021-04-15,4139.76,4173.49,4139.76,4170.42,2136200000.0,232257000000.0
